
1.00000000000000002e-03	  2.07369250215100154e+00
1.19527253152985468e-03	  1.95203066623965582e+00
1.42867642462978731e-03	  1.84136867445973174e+00
1.70765768680426733e-03	  1.74012381210792477e+00
2.04111632629295223e-03	  1.64704756738625346e+00
2.43969027847509368e-03	  1.56106551403627902e+00
2.91609477530170146e-03	  1.48133317761063976e+00
3.48552798425585085e-03	  1.40715457134830824e+00
4.16615585745963753e-03	  1.33783280691221385e+00
4.97969165849371839e-03	  1.27300474419926513e+00
5.95208865488588111e-03	  1.21234332228817987e+00
7.11436807441558159e-03	  1.15558122633599414e+00
8.50360873854188841e-03	  1.10251743600389274e+00
1.01641299440563583e-02	  1.05284429432229909e+00
1.21489053290306428e-02	  1.00650958404367019e+00
1.45212528279469975e-02	  9.63451163676294464e-01
1.73568546286452657e-02	  9.23437478743207807e-01
2.07461715713765024e-02	  8.86384476210422267e-01
2.47973290136718968e-02	  8.52482207005855530e-01
2.96395662253503174e-02	  8.21739264381240453e-01
3.54273593556212532e-02	  7.93994514028089959e-01
4.23453495024113183e-02	  7.67540909334018639e-01
5.06142330982636418e-02	  7.39029553687399310e-01
6.04978025268037428e-02	  7.04486247121027920e-01
7.23113615782059460e-02	  6.64394689670491756e-01
8.64317842119528834e-02	  6.35699859335240314e-01
1.03309537519663097e-01	  6.35229605189139734e-01
1.23483052442306201e-01	  6.37220330695790649e-01
1.47595900693749144e-01	  6.38714738378897251e-01
1.76417325865646540e-01	  6.40310602942586571e-01
2.10866783693158644e-01	  6.41744792777796613e-01
2.52043274360480019e-01	  6.42975906937186870e-01
3.01260402599924648e-01	  6.44034568118012185e-01
3.60088284065315123e-01	  6.45001461037006507e-01
4.30403634868990637e-01	  6.45907104096059892e-01
5.14449642229509618e-01	  6.46814712644237955e-01
6.14907526212293942e-01	  6.47699984403545925e-01
7.34982075512529032e-01	  6.48592978072052184e-01
8.78503886026927305e-01	  6.49517747485097274e-01
1.05005156381022036e+00	  6.50498149389107549e-01
1.25509779091232465e+00	  6.51538783579219682e-01
1.50018391386130401e+00	  6.52678382834371185e-01
1.79312862448136623e+00	  6.53948383189749127e-01
2.14327739034248888e+00	  6.55392715457933983e-01
2.56180059212536682e+00	  6.57031375061336020e-01
3.06204987902436798e+00	  6.58929782925047780e-01
3.65998411057214135e+00	  6.61155944683417429e-01
4.37467847320260628e+00	  6.63769492230816383e-01
5.22893301329403837e+00	  6.66868786520907864e-01
6.25000000000000000e+00	  6.70649848706968643e-01
6.33903991854579463e+00	  6.70985176536180838e-01
6.42934833422673258e+00	  6.71322540507495846e-01
6.52094331854386855e+00	  6.71676601063931455e-01
6.61384320045184992e+00	  6.72027015892284862e-01
6.70806657002671436e+00	  6.72378809748623851e-01
6.80363228218590699e+00	  6.72751041986406673e-01
6.90055946046132629e+00	  6.73120572710724563e-01
6.99886750082611098e+00	  6.73495478860497543e-01
7.09857607557592818e+00	  6.73876110806281403e-01
7.19970513726559602e+00	  6.74262555807992214e-01
7.30227492270173517e+00	  6.74658193316788224e-01
7.40630595699235350e+00	  6.75061756612705288e-01
7.51181905765408686e+00	  6.75473176525020258e-01
7.61883533877797081e+00	  6.75883725570573191e-01
7.72737621525455065e+00	  6.76316078674101595e-01
7.83746340705918776e+00	  6.76739179925572754e-01
7.94911894359841931e+00	  6.77184267918815364e-01
8.06236516811823378e+00	  6.77635818310213356e-01
8.17722474217514694e+00	  6.78093906175747496e-01
8.29372065017097881e+00	  6.78558653148961022e-01
8.41187620395222702e+00	  6.79030141550367672e-01
8.53171504747498055e+00	  6.79508464952653490e-01
8.65326116153627822e+00	  6.79993796198224532e-01
8.77653886857286736e+00	  6.80486260254017483e-01
8.90157283752834694e+00	  6.81001632738506890e-01
9.02838808878962418e+00	  6.81508635826670983e-01
9.15700999919372904e+00	  6.82038757245612803e-01
9.28746430710592819e+00	  6.82576412496657792e-01
9.41977711757019875e+00	  6.83121693421105292e-01
9.55397490753307999e+00	  6.83678892126031834e-01
9.69008453114193102e+00	  6.84251275377891655e-01
9.82813322511868925e+00	  6.84835795480140619e-01
9.96814861421017540e+00	  6.85425075590037736e-01
1.01101587167160414e+01	  6.86019528278921542e-01
1.02541919500954766e+01	  6.86638792099474427e-01
1.04002771366537861e+01	  6.87267198474678209e-01
1.05484435093100046e+01	  6.87904858359224880e-01
1.06987207174466281e+01	  6.88567730722129845e-01
1.08511388328427305e+01	  6.89224228947460271e-01
1.10057283556916019e+01	  6.89906213332562079e-01
1.11625202207040672e+01	  6.90604172231480962e-01
1.13215458032988359e+01	  6.91327660866554727e-01
1.14828369258809477e+01	  6.92048025452091431e-01
1.16464258642097640e+01	  6.92790657698437951e-01
1.18123453538575873e+01	  6.93545817271731035e-01
1.19806285967603490e+01	  6.94322887099033670e-01
1.21513092678616257e+01	  6.95112333674267946e-01
1.23244215218512494e+01	  6.95922931540969847e-01
1.25000000000000018e+01	  6.96747637841272915e-01
